,Material_Code,Material_Description,Certification,Moulding_Type,Product_Type,Base_Type,Shelflife,Base_Type_Categories,Base_Type_Description,Product_Type_Categories,Product_Type_Description,Moulding_Type_Segments,Moulding_Type_Description
2973,IMD-518SW-000,BC SCHWARZWÄLDERSPÄNE LIQUID,SPT;HALA,Liquid,compound mixed,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2974,IMD-6046301-000,BC LIQUID,SPM,Liquid,compound mixed,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2975,IMD-INT-518SW-32A,BC INTERN - VORMISCHUNG CONTAINER,SPT,container hoyer,compound mixed,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
2976,IMD-INT-518SW-34A,BC INTERN - SCHWARZWÄLDER BLOCKS,SPT,Block,compound mixed,Dark,2,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Solid blocks of chocolate, typically melted down for use in recipes or for tempering."
2977,IMD-INT-L0906-32A,BC INTERN - VORMISCHUNG CONTAINER,SPT,container hoyer,compound mixed,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
2978,IMD-INT-N035-32A,BC INTERN - ORIGINAL VANIL CONTAINER,HALA;SPT,container hoyer,compound mixed,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
2979,IMD-INT-O009-32A,BC INTERN - GLASUR VANILLE CONTAINER,SPT,container hoyer,compound mixed,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
2980,IMD-INT-O010-32A,BC INTERN - CARMA NOVA CONTAINER,SPT,container hoyer,compound mixed,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
2981,IMD-M15PG23-U58,CV EASYMELT 10KG/BOX 72BOX/PAL,SPM;1001,Easymelt,compound mixed,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
2982,IMD-M9515SPM-000,BC LIQUID,SPM,Liquid,compound mixed,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2983,IMD-N035ORVA-000,BC ORIGINAL VANIL LIQUID,HALA;SPT,Liquid,compound mixed,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2984,IMD-N035ORVA-Z17,CR ORIGINAL VANIL 6KG/BOX 90BOX/PAL,1001;SPT;HALA,bucket/box up to 15 kg,compound mixed,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
2985,IMD-N035ORVA-Z17,CR ORIGINAL VANIL 6KG/BOX 90BOX/PAL,1001;SPT;HALA,bucket/box up to 15 kg,compound mixed,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
2986,IMD-N035ORVA-Z74,CR ORIGINAL VANIL 6KG/UC 2UC/BOX,HALA;SPT;1001,bucket/box up to 15 kg,compound mixed,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
2987,IMD-N035ORVA-Z74,CR ORIGINAL VANIL 6KG/UC 2UC/BOX,HALA;SPT;1001,bucket/box up to 15 kg,compound mixed,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
2988,IMD-N035ORVAE6-Z72,CR ORIGINAL VANIL EASYMELT 5KG/UC,SPT;1001;HALA,Easymelt,compound mixed,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
2989,IMD-O009GLVAE6-Z72,CR GLASUR VANILLE EASYMELT 5KG/UC,HALA;SPT;1001,Easymelt,compound mixed,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,A blend of different fat sources for versatility in confectionery applications.,"Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
2990,ISD-05507SG-V-S13,VH BLOCKS 2.5KG 2.5KG/UC 10UC/BOX,HALA;1001;SPM,Block,compound HPKS,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Solid blocks of chocolate, typically melted down for use in recipes or for tempering."
2991,ISD-BU-5507SGV-S01,VH BUTTONS 10KG/BOX 50BOX/PAL,HALA;SPM;1001,buttons,compound HPKS,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Small, round pieces of chocolate used for easy melting or as inclusions in cookies, cakes, or muffins."
2992,ISD-BU-5507SGV-S57,VH BUTTONS 15KG/BOX 30BOX/PAL,1001;SPM;HALA,buttons,compound HPKS,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Small, round pieces of chocolate used for easy melting or as inclusions in cookies, cakes, or muffins."
2993,ISD-BU-VERSA-V-S01,VH BUTTONS 10KG/BOX 50BOX/PAL,HALA;SPM;1001,buttons,compound HPKS,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Small, round pieces of chocolate used for easy melting or as inclusions in cookies, cakes, or muffins."
2994,ISD-EZ-Q323SAU-74B,BC EASYMELT 15KG/BOX 48BOX/PAL,SPM;HALA,Easymelt,compound HPKS,Dark,18,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
2995,ISD-K438-SPM-V-000,BC LIQUID,SPM,Liquid,compound HPKS,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
2996,ISW-Q6052NVKSP-000,BC LIQUID,SPM,Liquid,compound HPKS,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3002,N01-HP40NVSPM-000,CA LIQUID,SPM,Liquid,compound HPKS,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Compound,"High-performance compound with enhanced heat resistance, ideal for tropical climates.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3008,PNP-26C,BC 18KG/EA 33EA/PAL,HALA,bucket/box over 15 kg,pure nut paste,Hazelnuts,12,Sweets Specialities,Hazelnuts used as inclusions or toppings in chocolates and sweets.,Sweets Specialities,"Nut paste used in premium spreads, fillings, and pralines.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
3009,V18-OH34SPT-000,BC LIQUID,SPT,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3010,Y11-K64NVSPM-000,BC LIQUID,SPM;HALA,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3011,YYD-A6032SPM-000,CA LIQUID,SPM;HALA,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3012,YYD-L9546SPM-000,BC LIQUID,SPM,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3013,CHD-GL-24IN-419,BC GRANELLA 12KG/BOX 64BOX/PAL,HALA,granella,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Ice cream and Desserts",Small granules of chocolate used in baking or as inclusions in ice cream and pastries.
3014,CHD-GL-45IN-419,BC GRANELLA 12KG/BOX 64BOX/PAL,HALA,granella,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Ice cream and Desserts",Small granules of chocolate used in baking or as inclusions in ice cream and pastries.
3015,CHD-GR-055CRE6-Z24,CR CRÉMANT RÂPÉ GRANULATED 3KG/BOX,1001;HALA,granulated,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Dairy and Drink, Ice cream and Desserts","Granulated chocolate used in beverages, baking, or as inclusions in frozen desserts."
3016,CHD-GR-24IN-446,BC GRANI 15KG/BOX 36BOX/PAL,HALA,grani,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Ice cream and Desserts",Small granules of chocolate used in baking or as inclusions in ice cream and pastries.
3017,CHD-GR-35IN-446,BC GRANI 15KG/BOX 36BOX/PAL,HALA,grani,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Ice cream and Desserts",Small granules of chocolate used in baking or as inclusions in ice cream and pastries.
3018,CHD-H8047KMBNV-U93,CA CALLETS 1.000KG/BG 1BG/PAL,1999,callets over 1.5 kg,chocolate,Dark,12,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Ice cream and Desserts","Chocolate pieces, typically used for premium decorative applications."
3019,CHD-L7243STGNV-U93,CA CALLETS 1.000KG/BG 1BG/PAL,1999,callets over 1.5 kg,chocolate,Dark,12,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Ice cream and Desserts","Chocolate pieces, typically used for premium decorative applications."
3020,CHD-N-SUPREM-V-S22,VH CALLETS 1.5KG/UC 10UC/BOX 30BOX/PAL,1001;HALA,Callets,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Small, round pieces of chocolate used for easy melting or as inclusions in cookies, cakes, or muffins."
3021,CHD-N66MEX-2B-U73,CB MEXICO PISTOLES 1KG/UC 6UC/BOX,HALA;1001,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3022,CHD-N66MEX-E1-U68,CB MEXICO PISTOLES 1KG/UC 6UC/BOX,1001;HALA,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3023,CHD-N70PA-LN-U93,CB PISTOLES 1.000KG/BG 1BG/PAL,HALA;1999,Pistoles,chocolate,Dark,12,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3024,CHD-N70PA-LNE4-U70,CB LENÔTRE LENOTRE PASSY PISTOLES,1001;HALA,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3025,CHD-N70PASS-LN-593,CB LENÔTRE LENOTRE PASSY PISTOLES,HALA;1999,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3026,CHD-O70EQURFA-000,BC LIQUID,HALA;RFAL,Liquid,chocolate,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3027,CHD-O70FLEU-2B-U77,CB FLEUR DE CAO PISTOLES 5KG/UC 4UC/BOX,HALA;1001,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3028,CHD-O70FLEU-804,CB FLEUR DE CAO PISTOLES 20KG/BOX,HALA;1999,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3029,CHD-O70FLEU-CA-U77,CB FLEUR DE CAO PISTOLES 5KG/UC 4UC/BOX,HALA;1001,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3030,CHD-O70FLEU-E4-U72,CB FLEUR DE CAO PISTOLES 5KG/UC 4UC/BOX,1001;HALA,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3031,CHD-O70FLEU-E5-U72,CB FLEUR DE CAO PISTOLES 5KG/UC 4UC/BOX,HALA;1001,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3032,CHD-O70FLEU-U93,CB PISTOLES 1.000KG/BG 1BG/PAL,1999;HALA,Pistoles,chocolate,Dark,12,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3033,CHD-O70FLEU-US-U77,CB FLEUR DE CAO PISTOLES 5KG/UC 4UC/BOX,HALA;1001,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3034,CHD-O71NF-U93,CB EASYMELT 1.000KG/BG 1BG/PAL,1002;ORNE;OREU;HALA,Easymelt,chocolate,Dark,12,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
3035,CHD-O734NOPZL-000,BC LIQUID,HALA;OREU,Liquid,chocolate,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3036,CHD-O734NOPZL-566,BC EASYMELT 20KG/BOX 32BOX/PAL,HALA;OREU,Easymelt,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
3037,CHD-O73BNFZLBY-558,96_FU:CHD-O73BNFZLBY-804_CB EASYMELT 10K,1002;OREU;ORNE,Easymelt,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
3038,CHD-O73NOPZL-000,BC LIQUID,OREU;HALA,Liquid,chocolate,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3039,CHD-P-EXTRA-V-S22,VH CALLETS 1.5KG/UC 10UC/BOX 30BOX/PAL,HALA;1001,Callets,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Small, round pieces of chocolate used for easy melting or as inclusions in cookies, cakes, or muffins."
3040,CHD-P136FAHYE6-Z72,CR DARK FAHEY 52% EASYMELT 5KG/UC,HALA;1001,Easymelt,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
3041,CHD-P65ALTN-U93,CB PISTOLES 1.000KG/BG 1BG/PAL,HALA;ORNE;OREU;1999,Pistoles,chocolate,Dark,12,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3042,CHD-P65ALTOBIO-000,BC LIQUID,OREU;ORNE,Liquid,chocolate,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3043,CHD-P65ALTOBIO-211,BC CONTAINER 1.000KG/EA 1EA/PAL,OREU;ORNE,container hoyer,chocolate,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
3044,CHD-P65ALTOBIO-566,CB PISTOLES 20KG/BOX 32BOX/PAL,ORNE;OREU;HALA;1002,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3045,CHD-P7142BNFT-558,CA CALLETS 10KG/UC 2UC/BOX 30BOX/PAL,ORNE;OREU;1002,callets over 1.5 kg,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Ice cream and Desserts","Chocolate pieces, typically used for premium decorative applications."
3046,CHD-P72VEN-2B-U73,CB VENEZUELA PISTOLES 1KG/UC 6UC/BOX,HALA;1001,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3047,CHD-P72VEN-CA-U73,96_CB VENEZUELA PISTOLES 1KG/UC 6UC/BOX,1001,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3048,CHD-P72VEN-E1-U68,CB VENEZUELA PISTOLES 1KG/UC 6UC/BOX,1001;HALA,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3049,CHD-Q-CLASSI-V-S22,VH CALLETS 1.5KG/UC 10UC/BOX 30BOX/PAL,1001;HALA,Callets,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Small, round pieces of chocolate used for easy melting or as inclusions in cookies, cakes, or muffins."
3050,CHD-Q-CLASSIC-S83,VH BLOCKS 1KG 1KG/UC 10UC/BOX 55BOX/PAL,HALA;1001,Block,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Solid blocks of chocolate, typically melted down for use in recipes or for tempering."
